"acc","loss","val_acc","val_loss"
0.4571,1.50781404523849,0.553,1.21847883033752
0.61835,1.08234498333931,0.5824,1.24018371200562
0.680975,0.915816029810905,0.6593,1.02360502576828
0.722425,0.802084922599792,0.7165,0.835154510974884
0.747625,0.738809884250164,0.6677,1.01725454730988
0.766625,0.681173154938221,0.7096,0.866791438293457
0.7775,0.648318917274475,0.6939,1.01519188814163
0.7935,0.61813668898344,0.695,1.09592323570251
0.796525,0.598381877177954,0.7117,1.0146887055397
0.804475,0.582008700561523,0.7437,0.840434372520447
0.810575,0.557642234480381,0.704,1.02975769119263
0.819375,0.548584150695801,0.7296,1.35976234169006
0.819475,0.536035774230957,0.7097,1.61617462415695
0.82635,0.524904895508289,0.7443,1.12723694643974
0.831575,0.513064147794247,0.6622,1.35860733909607
0.8345,0.507558146291971,0.7413,1.06032054328918
0.83645,0.495547384876013,0.7476,1.01869209837914
0.84055,0.484946422415972,0.7479,1.20584975647926
0.8433,0.487597351118922,0.7275,1.44760769701004
0.846025,0.467321403336525,0.7529,1.06076136550903
0.84705,0.470982635420561,0.7251,1.474493542099
0.851325,0.458059397298098,0.7197,1.0656085729599
0.852975,0.452582919806242,0.7466,1.14388137388229
0.8565,0.441114033567905,0.7541,1.37661934084892
0.8617,0.437585148450732,0.7506,1.14801090116501
0.86045,0.439785935109854,0.751,1.04024524097443
0.862975,0.433344586341083,0.7533,1.3020265982151
0.864725,0.423554810455441,0.7287,0.8872079164505
0.86825,0.42161134775877,0.7244,1.02787431631088
0.867375,0.419662547633052,0.7072,2.24901570453644
0.869,0.423149016842246,0.7653,1.59095385503769
0.8678,0.428543107974529,0.7512,1.68686574430466
0.87075,0.411741651704907,0.7323,1.09550660800934
0.872725,0.413818662163615,0.7405,1.14062080340385
0.875975,0.400368038350344,0.7429,1.63102065086365
0.87595,0.399285513995588,0.7511,1.48048944935799
0.87725,0.390643734642863,0.7404,1.06390078716278
0.88155,0.382778457905352,0.7457,2.34344556331635
0.88065,0.389165406426787,0.7426,1.66467912797928
0.882325,0.376335060758889,0.7432,1.92238075094223
0.884625,0.373315889802575,0.7262,1.28658455686569
0.8841,0.372425883868337,0.7526,1.90912074632645
0.884475,0.384594483813643,0.7276,1.05155379695892
0.886875,0.376651097561419,0.7475,1.58864007081985
0.887425,0.369241695982218,0.7498,2.44396359887123
0.88995,0.367710849784315,0.7465,1.14107792034149
0.88855,0.36894841080308,0.7523,1.65632417783737
0.89245,0.359402180740237,0.7402,1.23238570981026
0.889225,0.373643669851124,0.7355,1.89706196088791
0.890725,0.366321291130781,0.7534,1.82576710066795
0.895525,0.361069753520191,0.7377,1.12317118816376
0.892575,0.362600757662952,0.684,1.08449178514481
0.894175,0.355737805366516,0.739,1.17366733326912
0.894725,0.344145501610637,0.731,1.26023476996422
0.89405,0.358972554664314,0.7312,1.18547356891632
0.896975,0.350942198419571,0.7586,2.10551923837662
0.8958,0.355290261919796,0.7332,1.16477508440018
0.893425,0.366877171173692,0.7431,1.46693813722134
0.89605,0.342095085257292,0.7465,2.36781376562119
0.900975,0.344473586863279,0.7562,1.83439899747372
0.897175,0.353532543881238,0.7144,1.18898609905243
0.90025,0.347294562669843,0.7365,1.27587223300934
0.903575,0.331365582792461,0.718,1.48914096183777
0.9035,0.329126937931031,0.748,2.58074149913788
0.900775,0.349808964317292,0.7309,1.24725001983643
0.90075,0.338566922731698,0.7375,1.78163748197556
0.901175,0.343894023442641,0.7268,1.51792444410324
0.8999,0.353820311430097,0.7486,1.97913537149429
0.903025,0.335578957016766,0.7468,2.02946570034027
0.904825,0.352866495385021,0.7503,2.31669597263336
0.89995,0.355853804863989,0.7228,1.39104367070198
0.90285,0.34315604567267,0.7527,2.91774583110809
0.9046,0.34232136403583,0.7384,2.47476081047058
0.90435,0.334871617649868,0.7341,1.54030487632751
0.905825,0.341744665887952,0.7222,1.74983523774147
0.907575,0.345183119992167,0.7422,1.44716390256882
0.907575,0.334565295883268,0.7384,1.36315771341324
0.9063,0.329582888691127,0.7501,2.06453967704773
0.909275,0.327771267016232,0.7367,1.47541356844902
0.909825,0.327717423042655,0.7157,1.2654489900589
0.90665,0.327045873183012,0.7499,1.70525458049774
